sector,classe,pressure_avg,pressure_min,pressure_max,pressure_std,pressure_in,pressure_out,delta_p,ilp,volume_loss
SEC_016,FUITE,2.344,0.94,2.672,0.364,3.541,1.116,2.425,14.688,0.3596
SEC_010,FUITE,2.628,1.809,3.201,0.463,3.772,1.65,2.122,22.655,0.3429
SEC_017,NORMAL,3.138,2.918,3.623,0.088,3.368,3.075,0.294,5.375,0.047
SEC_007,NORMAL,3.499,3.171,3.922,0.098,3.705,3.413,0.292,3.073,0.0337
SEC_006,FUITE,2.438,1.468,2.712,0.408,3.181,1.613,1.569,15.884,0.2326
SEC_011,SUSPECT,2.903,2.181,3.527,0.184,3.482,2.42,1.061,9.181,0.1117
SEC_013,NORMAL,3.433,3.144,3.92,0.095,3.609,3.293,0.316,5.493,0.0604
SEC_019,NORMAL,3.248,2.827,3.646,0.147,3.428,3.137,0.291,3.122,0.0165
SEC_015,NORMAL,3.502,3.185,4.031,0.12,3.563,3.492,0.071,3.418,0.0114
SEC_001,NORMAL,3.484,3.086,3.959,0.098,3.666,3.311,0.355,4.428,0.0577
SEC_003,NORMAL,3.315,2.865,3.864,0.075,3.499,3.238,0.261,4.916,0.0422
SEC_009,NORMAL,3.661,3.29,4.17,0.107,3.807,3.632,0.175,3.62,0.0238
SEC_020,NORMAL,3.465,3.112,3.959,0.063,3.725,3.454,0.27,1.983,0.0654
SEC_018,NORMAL,3.626,3.146,4.076,0.066,3.871,3.533,0.338,5.073,0.0434
SEC_008,NORMAL,3.439,3.069,3.929,0.131,3.505,3.434,0.072,5.135,0.0758
SEC_012,NORMAL,3.767,3.12,4.219,0.123,3.775,3.628,0.146,3.478,0.0488
SEC_008,NORMAL,3.621,3.116,3.937,0.051,3.755,3.36,0.395,3.897,0.0356
SEC_007,FUITE,2.668,1.825,3.165,0.637,4.213,1.137,3.075,21.066,0.2355
SEC_009,SUSPECT,3.191,2.196,3.75,0.337,3.452,2.81,0.642,9.146,0.149
SEC_015,SUSPECT,2.697,1.989,3.179,0.331,3.035,2.331,0.704,7.983,0.1002
SEC_013,NORMAL,3.409,2.782,3.765,0.125,3.531,3.166,0.365,4.858,0.0259
SEC_012,SUSPECT,3.379,2.812,4.064,0.184,3.799,2.936,0.863,9.186,0.0819
SEC_014,NORMAL,3.202,2.888,3.736,0.085,3.32,3.236,0.083,2.777,0.0136
SEC_001,NORMAL,3.525,3.07,3.883,0.093,3.728,3.382,0.346,5.062,0.0106
SEC_019,FUITE,2.664,1.81,2.996,0.55,4.046,1.222,2.823,20.492,0.4153
SEC_015,SUSPECT,3.243,2.526,3.92,0.183,3.533,3.071,0.462,6.769,0.173
SEC_018,FUITE,1.875,0.927,2.389,0.437,2.726,0.902,1.823,13.41,0.3174
SEC_019,SUSPECT,3.128,2.564,3.7,0.167,3.919,2.512,1.407,7.41,0.1194
SEC_015,NORMAL,3.243,2.649,3.725,0.076,3.235,3.217,0.018,2.521,0.0138
SEC_016,NORMAL,3.5,3.248,4.132,0.131,3.648,3.561,0.087,5.024,0.038
SEC_020,NORMAL,3.398,2.735,3.69,0.124,3.384,3.258,0.126,3.2,0.067
SEC_019,NORMAL,3.809,3.453,4.139,0.081,3.895,3.702,0.193,6.035,0.0571
SEC_018,NORMAL,3.405,2.786,3.905,0.091,3.539,3.177,0.362,2.28,0.012
SEC_010,FUITE,2.266,1.228,2.766,0.563,3.534,1.051,2.483,10.153,0.2199
SEC_016,NORMAL,3.141,2.661,3.806,0.125,3.407,3.011,0.396,5.791,0.0473
SEC_007,NORMAL,3.639,3.351,4.231,0.11,3.754,3.573,0.182,3.416,0.0448
SEC_020,NORMAL,3.631,3.419,4.187,0.121,3.803,3.697,0.106,2.066,0.0572
SEC_002,NORMAL,3.91,3.433,4.374,0.147,3.939,3.881,0.058,5.877,0.0299
SEC_016,NORMAL,3.504,3.224,4.043,0.135,3.631,3.543,0.088,1.979,0.0111
SEC_009,FUITE,2.446,1.247,2.787,0.362,3.278,1.598,1.68,14.263,0.4425
SEC_002,FUITE,2.89,1.967,3.322,0.732,4.486,1.299,3.187,18.121,0.3931
SEC_017,SUSPECT,3.175,2.664,3.907,0.167,3.949,2.508,1.442,7.467,0.1026
SEC_011,NORMAL,3.619,3.227,4.256,0.126,3.729,3.622,0.106,5.115,0.0785
SEC_006,NORMAL,3.522,3.106,3.877,0.14,3.547,3.506,0.041,0.919,0.0703
SEC_005,SUSPECT,3.16,2.224,3.817,0.188,3.518,2.885,0.633,7.538,0.1118
SEC_004,NORMAL,3.265,2.697,3.77,0.116,3.435,3.121,0.314,3.515,0.0576
SEC_013,SUSPECT,2.383,1.857,2.851,0.193,2.718,2.231,0.487,7.345,0.1049
SEC_001,NORMAL,3.767,3.383,4.326,0.127,3.955,3.58,0.375,1.567,0.0363
SEC_012,NORMAL,3.569,2.934,4.079,0.107,3.661,3.335,0.326,4.256,0.0662
SEC_019,NORMAL,3.276,2.749,3.855,0.127,3.413,3.242,0.171,5.183,0.0649
SEC_013,FUITE,2.193,1.313,2.708,0.612,3.78,0.463,3.317,22.09,0.4216
SEC_014,NORMAL,3.582,3.156,4.104,0.077,3.892,3.529,0.363,3.27,0.0397
SEC_019,SUSPECT,3.141,2.446,3.684,0.174,3.441,2.848,0.593,6.502,0.1774
SEC_014,NORMAL,3.582,3.184,4.041,0.106,3.649,3.38,0.269,3.074,0.0181
SEC_007,NORMAL,3.52,3.144,3.961,0.12,3.577,3.395,0.182,3.536,0.0202
SEC_001,NORMAL,4.19,3.689,4.465,0.131,4.216,3.915,0.301,5.467,0.0683
SEC_012,NORMAL,3.455,3.042,3.869,0.082,3.614,3.386,0.228,3.297,0.0558
SEC_003,NORMAL,3.896,3.615,4.281,0.06,3.97,3.868,0.101,5.923,0.0569
SEC_017,SUSPECT,3.272,2.641,3.736,0.295,4.019,2.634,1.385,8.933,0.0848
SEC_018,NORMAL,3.574,3.142,4.066,0.088,3.696,3.327,0.369,1.253,0.0699
SEC_020,NORMAL,3.271,2.705,3.649,0.102,3.437,3.134,0.303,2.45,0.0365
SEC_015,NORMAL,3.25,2.83,3.806,0.054,3.245,3.23,0.014,4.804,0.0514
SEC_011,NORMAL,3.65,3.002,3.994,0.079,3.77,3.403,0.367,5.142,0.027
SEC_013,NORMAL,3.597,3.185,4.31,0.14,3.921,3.522,0.399,4.63,0.078
SEC_009,NORMAL,3.473,3.235,4.076,0.085,3.6,3.49,0.109,3.917,0.0753
SEC_002,SUSPECT,3.377,2.765,3.774,0.229,3.849,2.78,1.069,6.72,0.1562
SEC_007,NORMAL,3.645,3.12,3.955,0.078,3.622,3.574,0.048,1.406,0.0154
SEC_004,FUITE,1.486,0.348,2.005,0.688,2.312,0.666,1.646,11.282,0.356
SEC_013,NORMAL,3.664,3.117,4.029,0.148,3.815,3.483,0.332,5.457,0.0278
SEC_005,NORMAL,3.819,3.221,4.149,0.099,3.805,3.6,0.205,1.574,0.0424
SEC_016,NORMAL,3.558,3.061,3.925,0.109,3.668,3.323,0.345,1.854,0.0111
SEC_009,NORMAL,3.37,2.966,3.883,0.069,3.564,3.199,0.365,0.675,0.0557
SEC_005,NORMAL,3.688,3.246,4.157,0.097,3.721,3.459,0.263,1.137,0.0689
SEC_013,FUITE,2.483,1.432,3.048,0.709,3.436,1.515,1.921,18.295,0.2286
SEC_020,NORMAL,3.256,2.958,3.893,0.088,3.428,3.176,0.252,3.463,0.054
SEC_006,SUSPECT,3.279,2.416,3.801,0.228,3.707,2.845,0.862,9.97,0.1495
SEC_016,SUSPECT,3.258,2.643,3.844,0.181,3.676,2.898,0.778,8.622,0.0816
SEC_011,NORMAL,3.469,2.94,3.846,0.078,3.601,3.471,0.129,2.408,0.0144
SEC_005,NORMAL,3.801,3.429,4.242,0.063,3.99,3.598,0.392,2.777,0.0421
SEC_014,NORMAL,3.856,3.4,4.275,0.081,3.934,3.807,0.126,1.403,0.0581
SEC_009,NORMAL,3.856,3.521,4.36,0.114,4.0,3.736,0.264,2.745,0.0199
SEC_009,SUSPECT,3.347,2.534,3.826,0.316,3.938,2.804,1.135,8.862,0.15
SEC_002,NORMAL,3.611,3.029,3.87,0.081,3.735,3.387,0.348,2.017,0.0347
SEC_012,NORMAL,3.456,2.92,3.923,0.133,3.521,3.505,0.016,6.462,0.0522
SEC_004,NORMAL,3.485,3.128,3.893,0.147,3.506,3.387,0.118,4.414,0.0394
SEC_013,NORMAL,3.49,3.166,3.968,0.148,3.594,3.499,0.095,2.439,0.028
SEC_003,NORMAL,3.651,3.083,3.971,0.075,3.613,3.417,0.195,4.958,0.079
SEC_003,SUSPECT,3.49,2.763,4.043,0.214,3.955,2.922,1.033,8.042,0.1115
SEC_008,FUITE,2.699,1.634,2.843,0.56,3.564,1.646,1.918,24.024,0.4182
SEC_007,NORMAL,3.679,3.301,4.228,0.093,3.795,3.581,0.214,6.012,0.031
SEC_007,NORMAL,3.361,3.045,3.945,0.14,3.503,3.286,0.216,3.964,0.0258
SEC_013,NORMAL,3.247,2.802,3.841,0.07,3.31,3.236,0.075,3.87,0.0659
SEC_013,NORMAL,3.647,3.193,4.254,0.124,3.812,3.597,0.215,2.639,0.0785
SEC_019,NORMAL,3.895,3.449,4.309,0.127,3.887,3.87,0.017,3.435,0.0186
SEC_011,NORMAL,3.536,3.003,3.931,0.07,3.547,3.451,0.095,2.411,0.0377
SEC_020,FUITE,2.951,2.089,3.513,0.781,4.095,1.855,2.24,22.888,0.4132
SEC_018,NORMAL,3.125,2.687,3.757,0.061,3.209,3.113,0.096,1.881,0.0773
SEC_014,NORMAL,3.759,3.191,4.231,0.109,3.844,3.556,0.288,3.269,0.0692
SEC_012,FUITE,1.891,0.478,2.107,0.729,3.579,0.175,3.404,21.845,0.3581
SEC_003,SUSPECT,3.262,2.6,3.606,0.338,3.474,3.061,0.414,6.619,0.162
SEC_005,NORMAL,3.818,3.244,4.344,0.144,3.91,3.676,0.234,2.821,0.0204
SEC_009,SUSPECT,3.324,2.736,3.837,0.264,3.5,3.089,0.412,8.639,0.0907
SEC_017,NORMAL,3.78,3.378,4.206,0.071,3.754,3.649,0.105,2.97,0.0185
SEC_009,NORMAL,3.543,3.25,4.195,0.113,3.756,3.463,0.294,4.702,0.0778
SEC_014,NORMAL,3.561,3.234,4.037,0.068,3.591,3.587,0.004,2.12,0.0438
SEC_007,FUITE,2.442,1.384,2.779,0.674,3.601,1.217,2.384,19.9,0.2719
SEC_005,FUITE,2.41,1.246,2.854,0.721,4.142,0.654,3.489,12.46,0.2188
SEC_012,NORMAL,3.451,3.086,3.771,0.124,3.613,3.305,0.308,6.027,0.0641
SEC_011,NORMAL,3.432,2.989,3.951,0.127,3.578,3.31,0.268,0.926,0.0481
SEC_017,NORMAL,3.482,3.129,3.891,0.057,3.573,3.411,0.162,1.314,0.0685
SEC_008,NORMAL,3.575,3.123,4.14,0.112,3.678,3.55,0.127,4.738,0.0764
SEC_001,NORMAL,3.468,2.913,4.02,0.139,3.565,3.421,0.145,5.593,0.0541
SEC_002,FUITE,2.315,1.554,2.854,0.449,3.267,1.459,1.808,23.203,0.4334
SEC_009,NORMAL,3.195,2.684,3.597,0.086,3.444,3.114,0.331,3.725,0.0467
SEC_013,NORMAL,3.546,2.99,3.87,0.073,3.615,3.357,0.258,2.646,0.0744
SEC_002,NORMAL,4.019,3.46,4.543,0.107,4.119,3.857,0.262,2.366,0.0188
SEC_016,NORMAL,3.172,2.718,3.602,0.09,3.29,3.106,0.183,4.918,0.0631
SEC_003,FUITE,2.385,1.275,2.648,0.433,4.006,0.623,3.383,17.99,0.4101
SEC_013,NORMAL,3.562,2.97,4.131,0.068,3.608,3.527,0.081,1.39,0.0548
SEC_006,NORMAL,3.61,3.126,4.143,0.098,3.712,3.378,0.334,5.537,0.0792
SEC_016,NORMAL,3.354,2.778,3.841,0.079,3.452,3.282,0.17,3.556,0.0227
SEC_011,SUSPECT,3.296,2.456,3.858,0.327,3.541,2.864,0.677,7.154,0.1578
SEC_012,NORMAL,3.238,2.714,3.604,0.083,3.221,3.198,0.023,4.851,0.0132
SEC_013,NORMAL,3.176,2.866,3.552,0.136,3.234,3.109,0.126,2.492,0.0626
SEC_008,SUSPECT,3.05,2.038,3.359,0.249,3.566,2.461,1.105,7.571,0.1099
SEC_013,SUSPECT,3.51,2.788,3.967,0.193,4.194,2.711,1.483,9.402,0.1589
SEC_001,NORMAL,3.305,2.944,3.814,0.115,3.355,3.199,0.156,3.29,0.0713
SEC_004,NORMAL,3.394,3.007,3.714,0.118,3.461,3.338,0.123,4.119,0.0753
SEC_007,SUSPECT,3.235,2.646,3.65,0.188,3.941,2.653,1.288,8.482,0.0993
SEC_008,FUITE,2.495,1.379,2.817,0.608,4.174,0.845,3.328,17.552,0.3268
SEC_013,NORMAL,3.434,2.809,3.734,0.081,3.484,3.271,0.213,1.198,0.0753
SEC_016,NORMAL,3.693,3.311,4.238,0.077,3.911,3.632,0.279,1.423,0.0176
SEC_007,NORMAL,3.532,2.98,4.026,0.056,3.725,3.37,0.355,5.742,0.035
SEC_012,FUITE,1.939,0.957,2.386,0.571,3.478,0.233,3.245,14.517,0.223
SEC_013,NORMAL,3.818,3.416,4.26,0.138,3.826,3.819,0.007,3.355,0.0748
SEC_007,SUSPECT,3.515,2.781,3.827,0.337,4.201,2.746,1.456,10.049,0.1426
SEC_013,NORMAL,3.496,2.981,3.972,0.059,3.655,3.285,0.37,3.143,0.0354
SEC_011,FUITE,2.803,1.617,3.106,0.451,3.753,1.874,1.878,19.286,0.3904
SEC_013,NORMAL,3.402,2.817,3.832,0.118,3.436,3.396,0.039,1.8,0.0143
SEC_018,NORMAL,3.098,2.744,3.536,0.05,3.146,3.022,0.123,2.687,0.0375
SEC_005,FUITE,3.086,1.783,3.485,0.553,4.5,1.66,2.84,14.101,0.2908
SEC_002,NORMAL,3.312,2.965,3.971,0.073,3.49,3.258,0.232,4.492,0.0651
SEC_011,SUSPECT,3.618,2.742,3.949,0.291,3.96,3.17,0.79,9.498,0.1302
SEC_017,NORMAL,3.309,2.874,3.636,0.119,3.445,3.152,0.293,0.821,0.0573
SEC_007,SUSPECT,3.015,2.48,3.625,0.271,3.21,2.785,0.425,9.323,0.1486
SEC_009,FUITE,2.153,0.958,2.383,0.741,3.182,1.125,2.058,13.343,0.2559
SEC_016,NORMAL,3.518,3.17,3.895,0.09,3.608,3.374,0.234,5.268,0.0376
SEC_002,NORMAL,3.17,2.575,3.55,0.105,3.175,3.129,0.046,5.503,0.0304
SEC_017,NORMAL,3.569,3.08,4.117,0.124,3.759,3.554,0.205,4.719,0.0735
SEC_014,NORMAL,3.31,2.772,3.846,0.104,3.467,3.234,0.233,5.229,0.037
SEC_004,NORMAL,3.688,3.175,4.089,0.07,3.8,3.75,0.05,2.086,0.0196
SEC_013,NORMAL,3.459,3.145,4.028,0.117,3.569,3.401,0.169,5.02,0.0333
SEC_012,SUSPECT,3.417,2.615,3.764,0.326,3.588,3.074,0.514,7.092,0.1576
SEC_001,FUITE,2.873,1.775,3.086,0.506,4.465,1.19,3.275,19.411,0.41
SEC_011,NORMAL,3.239,2.634,3.577,0.134,3.136,3.068,0.068,2.214,0.0722
SEC_001,NORMAL,3.706,3.195,4.169,0.068,3.655,3.634,0.02,4.169,0.0276
SEC_011,SUSPECT,3.179,2.252,3.679,0.259,3.478,2.796,0.682,8.844,0.1758
SEC_017,NORMAL,3.323,2.712,3.668,0.133,3.293,3.26,0.033,4.813,0.017
SEC_011,FUITE,3.417,1.931,3.656,0.533,4.791,1.936,2.855,20.586,0.3644
SEC_010,NORMAL,3.707,3.064,4.157,0.064,3.714,3.536,0.178,3.278,0.0447
SEC_011,NORMAL,3.488,3.052,3.935,0.137,3.491,3.431,0.06,0.899,0.0177
SEC_013,SUSPECT,2.407,1.741,2.807,0.225,2.894,1.94,0.953,6.062,0.1482
SEC_018,NORMAL,3.399,3.05,3.759,0.089,3.52,3.252,0.268,3.041,0.0369
SEC_008,NORMAL,3.359,2.783,3.926,0.116,3.467,3.272,0.195,1.803,0.0755
SEC_003,NORMAL,3.33,3.094,3.86,0.063,3.509,3.319,0.19,3.724,0.0412
SEC_005,FUITE,2.523,1.62,2.863,0.606,3.339,1.768,1.571,17.555,0.3446
SEC_007,SUSPECT,3.703,3.072,4.314,0.298,4.227,3.279,0.948,10.1,0.1766
SEC_011,NORMAL,3.657,3.014,4.127,0.148,3.756,3.472,0.285,3.194,0.0589
SEC_015,NORMAL,3.427,2.948,3.8,0.087,3.519,3.222,0.297,3.183,0.0401
SEC_016,NORMAL,3.309,2.983,3.666,0.055,3.373,3.295,0.078,3.66,0.065
SEC_007,FUITE,2.935,1.735,3.193,0.388,3.948,1.905,2.042,20.975,0.3319
SEC_009,NORMAL,3.7,3.106,4.188,0.055,3.693,3.612,0.081,3.848,0.0326
SEC_013,NORMAL,3.755,3.332,4.137,0.104,3.817,3.563,0.255,3.478,0.0404
SEC_019,NORMAL,3.734,3.399,4.101,0.056,3.834,3.623,0.211,4.005,0.0702
SEC_009,FUITE,2.431,1.351,2.927,0.782,3.151,1.639,1.512,10.778,0.2199
SEC_019,FUITE,3.033,1.687,3.635,0.76,4.516,1.591,2.925,16.041,0.1978
SEC_003,NORMAL,3.448,2.886,3.775,0.07,3.572,3.269,0.303,4.553,0.0747
SEC_015,NORMAL,3.721,3.177,4.237,0.144,3.762,3.635,0.127,1.264,0.0152
SEC_015,FUITE,1.947,0.854,2.175,0.455,3.435,0.373,3.062,18.886,0.2216
SEC_011,NORMAL,3.332,2.924,3.822,0.124,3.408,3.247,0.161,3.662,0.0782
SEC_010,NORMAL,3.375,3.035,4.05,0.129,3.633,3.273,0.36,2.056,0.0538
SEC_001,FUITE,2.507,1.388,2.845,0.507,3.752,1.384,2.369,14.498,0.2707
SEC_004,SUSPECT,3.204,2.298,3.788,0.154,3.518,2.861,0.656,8.578,0.1386
SEC_007,NORMAL,3.202,2.807,3.644,0.084,3.374,3.119,0.256,1.374,0.0739
SEC_008,NORMAL,3.322,3.011,3.668,0.053,3.348,3.288,0.061,1.787,0.0792
SEC_015,NORMAL,3.935,3.366,4.364,0.142,4.02,3.868,0.153,5.041,0.0518
SEC_004,NORMAL,3.371,2.998,3.734,0.058,3.602,3.264,0.337,0.936,0.0703
SEC_018,SUSPECT,3.309,2.725,3.911,0.279,3.753,2.915,0.837,7.826,0.1726
SEC_016,NORMAL,3.444,3.131,4.033,0.14,3.709,3.378,0.332,4.658,0.0123
SEC_008,SUSPECT,3.099,2.248,3.42,0.223,3.701,2.418,1.282,8.003,0.1484
SEC_001,NORMAL,3.568,3.25,3.902,0.136,3.622,3.551,0.071,3.674,0.0349
SEC_019,NORMAL,3.452,3.044,3.805,0.063,3.548,3.408,0.14,4.627,0.0538
SEC_012,NORMAL,3.543,3.099,4.095,0.136,3.635,3.521,0.114,4.049,0.0785
SEC_016,NORMAL,3.866,3.483,4.468,0.108,4.019,3.742,0.277,5.974,0.0124
SEC_001,NORMAL,3.422,2.981,3.797,0.098,3.619,3.272,0.347,1.449,0.0576
SEC_015,SUSPECT,3.09,2.538,3.637,0.272,3.777,2.376,1.401,8.76,0.1363
SEC_019,SUSPECT,3.182,2.528,3.68,0.259,3.858,2.409,1.449,7.022,0.1406
SEC_010,NORMAL,3.49,3.065,4.077,0.142,3.698,3.482,0.216,4.115,0.035
SEC_013,NORMAL,3.487,2.882,3.963,0.136,3.656,3.272,0.384,4.619,0.0355
SEC_017,NORMAL,3.6,3.077,4.042,0.061,3.655,3.513,0.143,4.46,0.0124
SEC_018,FUITE,2.191,0.912,2.557,0.717,3.723,0.807,2.916,10.712,0.4242
SEC_006,NORMAL,3.647,3.138,4.094,0.059,3.687,3.581,0.105,5.051,0.0299
SEC_014,NORMAL,3.85,3.478,4.158,0.124,4.001,3.702,0.298,4.77,0.0551
SEC_013,SUSPECT,3.1,2.167,3.448,0.305,3.525,2.608,0.917,7.165,0.1539
SEC_007,NORMAL,3.122,2.766,3.548,0.077,3.159,3.065,0.093,3.883,0.0325
SEC_005,NORMAL,3.568,3.186,4.135,0.06,3.659,3.466,0.193,1.747,0.045
SEC_013,NORMAL,3.324,2.938,3.745,0.079,3.289,3.206,0.083,3.226,0.0178
SEC_013,NORMAL,3.285,2.754,3.629,0.08,3.409,3.181,0.228,4.835,0.0424
SEC_018,SUSPECT,3.176,2.561,3.637,0.286,3.7,2.692,1.008,8.48,0.1536
SEC_003,NORMAL,2.96,2.47,3.466,0.103,3.078,2.968,0.109,5.354,0.0443
SEC_019,FUITE,3.002,1.725,3.362,0.399,4.178,1.821,2.357,16.846,0.444
SEC_006,NORMAL,3.663,3.211,4.146,0.067,3.805,3.54,0.265,2.521,0.0391
SEC_012,NORMAL,3.728,3.382,4.055,0.054,3.897,3.589,0.308,4.515,0.0239
SEC_001,NORMAL,3.016,2.541,3.343,0.119,3.19,2.863,0.327,4.183,0.0123
SEC_017,NORMAL,3.714,3.134,3.995,0.087,3.892,3.496,0.396,2.117,0.0294
SEC_011,SUSPECT,3.356,2.734,3.895,0.336,3.587,3.057,0.53,6.675,0.1704
SEC_011,NORMAL,3.548,3.062,4.022,0.111,3.537,3.488,0.049,3.723,0.0108
SEC_001,FUITE,2.413,1.244,2.867,0.772,3.444,1.479,1.965,10.548,0.3941
SEC_020,NORMAL,3.445,3.125,4.023,0.124,3.527,3.366,0.161,1.159,0.0637
SEC_017,NORMAL,3.449,2.997,3.948,0.068,3.549,3.405,0.144,2.872,0.0432
SEC_014,SUSPECT,3.296,2.411,3.556,0.334,3.798,2.665,1.133,7.835,0.1579
SEC_008,NORMAL,3.299,2.79,3.575,0.062,3.259,3.253,0.006,1.463,0.0305
SEC_011,SUSPECT,3.005,2.494,3.605,0.299,3.468,2.568,0.899,6.538,0.1571
SEC_003,FUITE,2.386,1.307,2.84,0.799,3.23,1.533,1.698,19.766,0.2483
SEC_016,NORMAL,3.391,2.876,3.767,0.146,3.579,3.26,0.319,2.928,0.024
SEC_019,NORMAL,3.822,3.237,4.334,0.132,3.781,3.71,0.071,4.338,0.0119
SEC_012,SUSPECT,2.811,1.968,3.276,0.219,3.389,2.258,1.131,9.733,0.1527
SEC_016,NORMAL,3.581,3.094,3.939,0.107,3.579,3.545,0.033,2.416,0.0308
SEC_010,NORMAL,3.43,3.035,3.884,0.075,3.577,3.302,0.275,5.014,0.0543
SEC_012,NORMAL,3.494,3.168,4.02,0.122,3.676,3.367,0.309,1.522,0.0411
SEC_005,NORMAL,3.304,2.872,3.843,0.15,3.369,3.239,0.131,5.821,0.0375
SEC_005,FUITE,1.928,0.551,2.253,0.366,3.387,0.585,2.803,17.427,0.304
SEC_020,SUSPECT,3.168,2.142,3.424,0.191,3.687,2.531,1.156,7.397,0.1312
SEC_005,SUSPECT,3.034,1.963,3.401,0.175,3.445,2.462,0.983,7.471,0.0938
SEC_017,NORMAL,3.88,3.659,4.37,0.075,4.017,3.919,0.097,6.045,0.0423
SEC_006,NORMAL,3.765,3.323,4.055,0.128,3.928,3.572,0.356,5.519,0.0267
SEC_013,NORMAL,3.644,3.362,4.082,0.083,3.849,3.493,0.355,0.915,0.0384
SEC_019,SUSPECT,2.835,2.259,3.446,0.172,3.127,2.417,0.71,6.768,0.0936
SEC_001,NORMAL,3.427,2.862,4.031,0.145,3.473,3.439,0.034,2.56,0.0157
SEC_002,NORMAL,3.338,2.702,3.569,0.104,3.365,3.17,0.195,2.912,0.0603
SEC_010,FUITE,2.816,1.541,3.35,0.56,4.386,1.216,3.17,12.903,0.223
SEC_013,NORMAL,3.261,2.843,3.843,0.122,3.401,3.192,0.209,3.909,0.0152
SEC_005,SUSPECT,3.656,2.922,4.073,0.343,4.415,2.959,1.456,7.219,0.1525
SEC_001,NORMAL,3.31,2.773,3.571,0.096,3.342,3.177,0.165,2.605,0.0683
SEC_006,SUSPECT,2.544,1.586,3.007,0.251,3.11,1.937,1.173,8.885,0.1053
SEC_004,SUSPECT,2.494,1.503,2.765,0.312,2.972,1.929,1.043,7.454,0.091
SEC_008,NORMAL,3.742,3.148,4.089,0.12,3.738,3.636,0.102,4.501,0.0797
SEC_001,SUSPECT,3.104,2.274,3.509,0.262,3.625,2.534,1.092,10.009,0.1057
SEC_005,NORMAL,3.589,3.09,3.931,0.076,3.572,3.541,0.031,5.04,0.0149
SEC_018,FUITE,2.699,1.276,3.283,0.477,4.037,1.346,2.691,19.614,0.2861
SEC_020,NORMAL,3.529,3.121,3.971,0.109,3.586,3.358,0.228,1.513,0.0499
SEC_010,NORMAL,3.378,2.868,4.014,0.073,3.501,3.366,0.135,5.607,0.0678
SEC_016,FUITE,2.187,0.804,2.52,0.715,2.862,1.334,1.528,23.682,0.2412
SEC_002,NORMAL,3.285,2.845,3.582,0.147,3.327,3.147,0.181,1.704,0.058
SEC_002,NORMAL,3.525,2.948,3.993,0.139,3.677,3.291,0.386,3.302,0.0173
SEC_009,NORMAL,3.365,2.875,3.835,0.089,3.353,3.33,0.023,2.884,0.0645
SEC_010,SUSPECT,2.914,2.188,3.377,0.277,3.283,2.631,0.652,7.461,0.1601
SEC_013,FUITE,2.647,1.294,3.11,0.553,4.044,1.416,2.628,12.149,0.4112
SEC_005,NORMAL,3.423,3.103,3.796,0.062,3.49,3.337,0.153,5.25,0.0343
SEC_001,NORMAL,3.792,3.161,4.082,0.128,3.914,3.606,0.308,2.085,0.0783
SEC_020,NORMAL,3.516,3.231,3.876,0.109,3.673,3.455,0.218,2.302,0.0724
SEC_006,FUITE,2.663,1.186,2.905,0.512,3.723,1.573,2.15,17.655,0.1923
SEC_007,NORMAL,3.618,3.05,4.054,0.083,3.727,3.397,0.331,2.652,0.0215
SEC_020,NORMAL,3.454,3.003,3.92,0.11,3.49,3.334,0.156,3.35,0.0613
SEC_019,NORMAL,3.424,2.801,3.923,0.129,3.521,3.151,0.369,4.229,0.0231
SEC_006,NORMAL,3.65,3.079,4.11,0.077,3.793,3.496,0.297,1.648,0.0466
SEC_003,SUSPECT,3.193,2.356,3.481,0.243,3.466,2.867,0.599,8.433,0.1793
SEC_012,NORMAL,3.237,2.785,3.69,0.141,3.375,3.174,0.201,4.641,0.0391
SEC_003,NORMAL,3.217,2.656,3.768,0.061,3.35,3.078,0.273,2.609,0.0658
SEC_019,NORMAL,3.414,2.952,3.945,0.079,3.583,3.19,0.393,3.018,0.0649
SEC_004,FUITE,1.831,0.61,2.143,0.641,3.51,0.07,3.441,15.423,0.2745
SEC_018,NORMAL,3.303,2.84,3.89,0.058,3.446,3.144,0.302,1.084,0.0771
SEC_018,NORMAL,3.419,2.847,3.956,0.129,3.537,3.207,0.33,1.074,0.0351
SEC_016,NORMAL,3.494,3.164,3.871,0.126,3.607,3.442,0.165,3.933,0.0162
SEC_013,NORMAL,3.117,2.633,3.619,0.062,3.244,3.062,0.183,1.287,0.0466
SEC_010,NORMAL,3.279,2.896,3.926,0.112,3.368,3.299,0.069,3.469,0.0438
SEC_020,NORMAL,3.631,3.126,4.145,0.138,3.754,3.395,0.358,1.796,0.0239
SEC_018,SUSPECT,2.561,1.66,2.898,0.343,3.031,1.958,1.072,9.16,0.1145
SEC_004,SUSPECT,2.777,2.162,3.394,0.204,3.337,2.278,1.059,8.012,0.1397
SEC_013,SUSPECT,3.479,2.849,4.004,0.287,3.843,3.011,0.832,7.659,0.1055
SEC_012,NORMAL,3.559,3.033,3.895,0.132,3.625,3.471,0.154,4.244,0.0452
SEC_010,NORMAL,3.449,3.123,3.888,0.134,3.478,3.41,0.068,4.646,0.0257
SEC_014,NORMAL,3.307,2.993,3.672,0.107,3.404,3.29,0.114,2.346,0.0671
SEC_006,NORMAL,3.048,2.715,3.414,0.115,3.298,2.912,0.387,3.445,0.0791
